INT	STRING	STRING
18428	LW_KVK_110704_32	#Hh÷c thuµc tính m· rµng %s0#H!
18429	LW_KVK_110704_33	#HXin l²i, Hi®n tÕi Long Vån ðã h÷c thuµc tính m· rµng t¤n công, không c¥n h÷c tiªp.
18430	LW_KVK_110704_34	#Hlßþng nguyên li®u ngß½i mang theo không ðü, có 1 ph¥n ðã b¸ khóa.
18431	LW_KVK_110704_35	#Hh÷c thuµc tính m· rµng %s0#H!
18432	LW_KVK_110704_36	#HHi®n tÕi thuµc tính m· rµng mÑc thêm gi¾i hÕn HP Long Vån ðã ðÕt c¤p10 t¯i ða, không th¬ tång tiªp.
18433	LW_KVK_110704_37	#Hðã tång thuµc tính m· rµng gi¾i hÕn HP!
18434	LW_KVK_110704_38	#Hthuµc tính m· rµng mÑc giäm kháng Long Vån ðã ðªn c¤p 10 t¯i ða, không th¬ tång tiªp.
18435	LW_KVK_110704_39	#HTång thuµc tính m· tµng %s0#H thành công!
18436	LW_KVK_110704_40	#Hthuµc tính m· rµng t¤n công Long Vån Hi®n tÕi ðã ðªn c¤p 10 t¯i ða, không th¬ tång tiªp.
18437	LW_KVK_110704_41	#HTång thuµc tính m· tµng %s0#H thành công!
18438	LW_KVK_110704_42	Gi¾i thi®u b¯i cänh Long Vån
18439	LW_KVK_110704_43	Làm thª nào ð¬ có Long Vån và v§t ph¦m liên quan
18440	LW_KVK_110704_44	Gi¾i thi®u c¤p trß·ng thành Long Vån
18441	LW_KVK_110704_45	Gi¾i thi®u tång c¤p sao Long Vån
18442	LW_KVK_110704_46	Gi¾i thi®u t¦y thuµc tính Long Vån
18443	LW_KVK_110704_47	Gi¾i thi®u thuµc tính m· rµng Long Vån
18444	LW_KVK_110704_48	#YGi¾i thi®u b¯i cänh Long Vån#W#r #r#cfabf8fNgu°n g¯c Long Vån:#W#r    Vån minh thßþng c± ðªn t× Hoàng Hà Trß¶ng Giang, b¡t ð¥u t× th¶i hoang dã, Tµc Höa Sa hßng suy theo Trß¶ng Hà, xây dñng cuµc s¯ng. Th¶i kÏ khói lØa l£p lÕi trong l¸ch sØ, th¸ tµc Sào xây nhà t× nhæng cây khô ð¬ tránh rét và thú dæ, Kim Thang Thu§t ðßþc truy«n lÕi t× ðó. Lúc ðó các th¸ tµc tr°ng tr÷t và b¡t thú làm thÑc ån, dûng sî b¡t thú trß¾c khi ði thß¶ng vác dây gai trên vai, v×a bäo hµ vai, v×a trói thú. Phong C¯c này ðßþc duy trì b·i Sào Nhân, ngß¶i l¾n trong tµc v¨ hình cây mây lên vai cüa nhæng ðÑa trë, ð¬ th¬ hi®n sñ sùng bái anh hùng trong tµc. #r    Qua ngàn nåm, ðªn th¶i ðÕi ð°ng, Sáo tµc di cß ðªn bên Sào H°, kªt giao v¾i 1 tµc khác là Hùng Tµc. Th¶i ðó ph°n vinh vô cùng, th¯ng nh¤t CØu Châu. Tµc trß·ng Hùng Tµc là vua Hiên Viên ðã mang c¶ g¤m ð° ð¢ng ban cho truy«n nhân Sào Tµc, th¬ hi®n tôn kính Sào Tµc ðã phát minh ra phòng sào huy®t . Truy«n nhân Sào tµc ngßÞng mµ Hùng Tµc l¾n mÕnh, mang ð° ð¢ng Hùng Tµc thay cho ð° ð¢ng Sào Tµc v¨ trên lßng. T§p tøc này ðã tr· thành bi¬u tßþng tình các hÕ cüa hai tµc. #r   Th¶i Chi Nghêu hoàng ðª, có ngß¶i tài trong Sào Tµc ðßþc g÷i là Sào Phø. Ông ta không chï nhân nghîa vô song, mà còn tinh thông Hoàng Ký Thu§t, tu luy®n võ công cao siêu. Sào Phø dña vào Sách thu¯c ðä thông kinh mÕch toàn thân, dung hòa tinh thông võ h÷c, tình th¥n sáng su¯t v¾i nhau, th¬ hi®n thu§t tu thân tinh di®u. Trong khi tu thân ông phát hi®n, nªu l¤y v§t Thanh tâm tînh khí ép l¤y nß¾c, v¨ lên b¡p tråm huy®t kinh mÕch trên ngß¶i, giäm b¾t sát khí khi di­n võ, giæ tinh th¥n sang su¯t. Sào Phø còn dña vào t§p tøc v¨ tråm nåm cüa tµc, v¨ 1 Long Vån trên cánh tay, thêm nång lñc công b¢ng ngß¶i thi ð¤u. LoÕi bí kíp này chï truy«n trong Sào Tµc. #r   T¯ng Huy Træ nåm thÑ 7, Th¦m Quát ðßa quân ði tìm di chï Sào Tµc. Träi qua ngàn nåm vào ðào nguyên thª ngoÕi này. Kë xâm lßþc khi phát hi®n ra 3 tòa thành nguy nga và cänh ð©p tuy®t v¶i, cûng phát hi®n thành ph¯ ¦n chßa bí m§t hình v¨ ð° ð¢ng trên vai Sào Tµc. Ð° ð¢ng là R°ng, tînh tâm dßÞng khí, kÏ di®u vô cùng. #r #r#cfabf8f ý nghîa Long Vån:#W#r    Sào tµc tråm nåm lßu truy«n, bäo tàng trong bí cänh tuy r¤t nhi«u, còn có nhæng ð° v§t quý hiªm vô cùng. Nhæng phø li®u c¥n ð¬ v¨ Long Vån vçn chßa tuy®t tích, nhßng có hia thÑ ðã không còn nhi«u. Lúc ðó khi các Thª Tµc xông vào Sào bí cänh, có thu§t v¨ Long Vån cüa Sào Tµc, nhßng vì nguyên li®u quy hiªm, nên chï có nhæng ngß¶i võ công cao cß¶ng m¾i có ðßþc Long Vån, tr· thành bi¬u tßþng Tiªu NgÕo Giang H° cüa chính mình. #r #r#cfabf8fChª Long Vån:#W#r    cách v¨ Long Vån ðã có t× ngàn nåm, chï Sào Tµc m¾i hi¬u hªt ý nghîa cüa nó. Sào Tµc ðã dùng Thiên Ð¸a Tinh ThÕch trích l¤y các loÕi màu, mài chúng thành bµt,thêm dung môi và chª thành các loÕi nß¾c màu. Dùng nhæng nß¾c màu ð£c bi®t, kªt hþp kinh mÕc vai cùng các ðß¶ng vân r°ng khác nhau v¨ thành. #r    Qáu trình Long Vån có chút siêu phàm, Long Vån cüa bän thân và Long Vån dùng hþp thành phäi hþp nh¤t, l¤y tinh túy vân cüa cä hai, tô ðen ði¬m quan tr÷ng, cu¯i cùng hþp thành hoa vån m¾i. Lúc này, nªu không tång thêm các hi®u quä cao cüa Long Vån, chï c¥n dùng chú ý, làm ð©p cho toàn bµ v®t sáng ð£c bi®t, ð¬ có hi®u quä mong mu¯n.
18445	LW_KVK_110704_49	#YGi¾i thi®u c¤p trß·ng thành Long Vån#W#r #r#cfabf8fLàm thª nào tång c¤p trß·ng thành Long Vån:#W#r    Long Vån có th¬ hþp nh¤t #Gv¾i Long Vån khác#Wð¬ tång#Gc¤p trß·ng thành#W, tång c¤p trß·ng thành s¨#Gänh hß·ng#YLong Vån#W #GS¯ Thuµc Tính#Wvà#GGái Tr¸#W. #r    #G Long Vån Chính#Wm²i khi hþp v¾i Long Vån nguyên li®u, c¤p trß·ng thành hi®n s¨ có#Ggiá tr¸#Wlà#G+1#W, sau khi trß·ng thành hªt mÑc, c¤p Long vån s¨ tång, Long Vån sau khi tång c¤p trß·ng thành s¨#Gduy trì#Wcái v¯n có#Glà c¤p sao#Wvà#Gthuµc tính m· rµng#W. #r    Nhßng khi ðßa vào các nguyên li®u ð£c bi®t trong quá trình hþp#YChú Vån Huyªt Ng÷c#W, c¤p Hi®n tÕi sau khi hþp#Gcó giá tr¸#Wlà#G+5#W. #r    Nªu ði¬m trß·ng thành sau m²i l¥n hþp#Gcao h½n c¤p trß·ng thành yêu c¥u Hi®n tÕi#W, v§y sau khi tång#Gc¤p#W trß·ng thành, giá tr¸ s¨#Gtång tiªp#W. #r    Nhßng trong quá trì hþp ðßa vào#GV§t li®u ðúc vån ð£c bi®t#W, sau khi hþp gái tr¸ c¤p trß·ng thành s¨ tång r¤t cao. #r    #GChú ý:b¤t k¬ c¤p trß·ng thành Long vån nguyên li®u là nhi«u hay ít, khi hþp v¾i Long Vân Chính ð«u s¨ khiªn c¤p trß·ng thành cüa nó+1. #W#r    Sau khi tång c¤p trß·ng thành Long Vån, Long Vån #Gcß¶ng hóa#W,#GKh¡c tên#W,#GKhäm nÕm#W,#GTß ch¤t#W,#GKh¡c Vån#Wð«u#Gs¨ không b¸ änh hß·ng#W.
18446	LW_KVK_110704_50	#YGi¾i thi®u nâng c¤p Sao cüa Long Vån#W#r #r#cfabf8fLàm sao ð¬ nâng c¤p Sao cüa Long Vån:#W#r    Khi c¤p Sao cüa #YLong Vån#W #Gth¤p h½n 5 Sao#W, có th¬ #Gnâng c¤p Sao#W b¢ng cách #Gtiêu hao#W s¯ lßþng nh¤t ð¸nh #YNg÷c Long Tüy.#r    Khi nâng c¤p Sao cüa Long Vån t× #G5 Sao#W lên #G6 Sao#W, c¥n t¯n s¯ lßþng nh¤t ð¸nh #YNg÷c Long Tüy#W và nguyên li®u #YCâu Thiên Thái s½ c¤p#W.#r    Khi nâng c¤p Sao cüa Long Vån t× #G6 Sao#W lên #G7 Sao#W c¥n t¯n s¯ lßþng nh¤t ð¸nh #YNg÷c Long Tüy#W và nguyên li®u #YCâu Thiên Thái trung c¤p#W.#r    Khi nâng c¤p Sao cüa #YLong Vån#W t× #G7 Sao#W lên #G8 Sao#W, c¥n t¯n s¯ lßþng nh¤t ð¸nh #YNg÷c Long Tüy#W và nguyên li®u #YCâu Thiên Thái cao c¤p#W.#r    Khi nâng c¤p Sao cüa #YLong Vån#W t× #G8 Sao#W lên #G9 Sao#W, c¥n t¯n s¯ lßþng nh¤t ð¸nh #YNg÷c Long Tüy#W và nguyên li®u #YCâu Thiên Thái huy­n s¡c#W.#r    #GChú ý: Khi nâng c¤p Sao cüa Long Vån thì không ch¸u gi¾i hÕn b·i c¤p thành trì và thành trì mà mình thuµc v«, c¤p Sao cüa Long Vån cao nh¤t có th¬ nâng là 9 Sao. Trong quá trình nâng c¤p Sao, khi g£p trß¶ng hþp s¯ lßþng Câu Thiên Thái th¤p h½n 1 c¤p không ðü, có th¬ dùng Câu Thiên Thái cao h½n 1 c¤p ð¬ thay thª.#r    #GChú ý: Huy­n S¡c Câu Thiên Thái chï có th¬ dùng cho Long Vån 8 Sao nâng lên 9 Sao, không th¬ dùng ð¬ thay thª Câu Thiên Thái khác.#r #r#cfabf8fÄnh hß·ng cüa vi®c nâng c¤p Sao cüa Long Vån:#W#r    Nâng c¤p Sao cüa #YLong Vån#W có th¬ tång #Glßþng l¾n#W #Gði¬m thuµc tính Long Vån#W.#W#r    Sau khi nâng c¤p Sao cüa Long Vån, #GCß¶ng Hóa#W, #GKh¡c Danh#W, #GKhäm NÕm#W, #GTß Ch¤t#W, #GÐiêu Kh¡c#W cüa Long Vån ð«u #Gkhông b¸ ch¸u b¤t kÏ sñ änh hß·ng nào#W.
18447	LW_KVK_110704_51	#YGi¾i Thi®u Thuµc Tính t¦y LÕi Long Vån#W#r #r    #YLong Vån#Gthuµc tính t¦y#Wc¥n t¯n 1 lßþng#YT¸nh Vân Thüy#W. #r    #GKhông cùng c¤p #Wthì #YLong Vån#Gt¦y#Wthuµc tính xong, xu¤t hi®n#Glßþng thuµc thuµc tính#Wkhông gi¯ng nhau:#r    #G1~9c¤p#W:#Y1#WThuµc Tính#r    #G10~19c¤p#W:#Y2#WThuµc Tính#r    #G20~29c¤p#W:#Y2~3#WThuµc Tính#r    #G30~39c¤p#W:#Y3~4#WThuµc Tính#r    #G40~49c¤p#W:#Y3~5#WThuµc Tính#r    #G50~59c¤p#W:#Y4~6#WThuµc Tính#r    #G60~100c¤p#W:#Y4~7#WThuµc Tính#W#r    Sau khi t¦y lÕi thuµc tính Long Vån, Long Vån #Gcß¶gn hóa#W,#GKh¡c tên#W,#GKhäm#W,#GTß ch¤t#W,#GKh¡c vån#Wð«u#Gs¨ không ch¸u m÷i tác ðµng#W.
18448	LW_KVK_110704_52	#YGi¾i thi®u thuµc tính m· rµng Long Vån#W#r #r#cfabf8fLong Vån có th¬ s· hæu 3 loÕi thuµc tính m· rµng:#r    #WCó th¬ tiªn hành #Gh÷c t§p#W và #Gnâng c¤p#W thuµc tính m· rµng tÕi #GPhøng Minh Tr¤n#R Tiêu ¿ng #G(149,70)#W, #GQuân Thiên Thành #RLong Viên #G(84,46)#W, #GLa Phù Thành #RLong Báo #G(38,212)#W, #GTri«u Kinh Thành #RLong H± #G(175,210)#W.#W#r    H÷c t§p và nâng c¤p tång thuµc tính m· rµng #GHP t¯i ða#W c¥n #Gt¯n s¯ lßþng nh¤t ð¸nh#W #YXuyªt Long ThÕch-Nguyên#W.#r    H÷c t§p và thång c¤p thuµc tính m· rµng #Ggiäm kháng t¯i ða#W c¥n #Gt¯n s¯ lßþng nh¤t ð¸nh#W #YXuyªt Long ThÕch-BÕo#W.#r    H÷c t§p và nâng c¤p thuµc tính m· rµng #Gt¤n công#W c¥n #Gt¯n s¯ lßþng nh¤t ð¸nh#W #YXuyªt Long ThÕch-Thß½ng#W.#r    #GChú ý: Khi nâng c¤p thuµc tính m· rµng cüa Long Vån s¨ không ch¸u gi¾i hÕn b·i thành trì mình thuµc v« và c¤p thành trì, c¤p thuµc tính m· rµng cao nh¤t có th¬ nâng là 10.#W#r    #GChú ý: 1 Long Vån ð°ng th¶i chï có th¬ s· hæu 1 loÕi thuµc tính giäm kháng t¯i ða và 1 loÕi thuµc tính t¤n công, nªu mu¯n ð±i sang 1 loÕi giäm kháng t¯i ða ho£c loÕi t¤n công khác, có th¬ thông qua h÷c t§p ð¬ chuy¬n ð±i giäm kháng t¯i ða ho£c thuµc tính t¤n công hi®n có, c¤p cüa thuµc tính m· rµng giäm kháng t¯i ða và t¤n công m¾i s¨ ðßþc giæ nguyên không ð±i.
18449	LW_KVK_110704_53	#YCách nh§n Long Vån và v§t ph¦m liên quan:#W#r #r#cfabf8fCách nh§n Long Vån và Chú Vån Huyªt Ng÷c:#W#r    Ngß¶i ch½i có th¬ nh§n ðßþc #YLong Vån#W và #YChú Vån Huyªt Ng÷c#W b¢ng cách tiêu di®t boss cu¯i #RThü Lång Giám#W trong các phø bän #GQuân Thiên Vß½ng Lång#W, #GLa Phù Vß½ng Lång#W, #GTri«u Kinh Vß½ng Lång#W, #GPhøng Minh Tr¤n Vß½ng Lång#W; cûng có th¬ nh§n ðßþc #YLong Vån#W b¢ng cách tiêu di®t boss cu¯i #RÐinh Xuân Thu#W trong phø bän #GThiªu Th¤t S½n#W.#r #r#cfabf8fCách nh§n Ng÷c Long Tüy và Câu Thiên Thái:#W#r    Ngß¶i ch½i có th¬ nh§n ðßþc #YNg÷c Long Tüy#W b¢ng cách tiêu di®t boss cu¯i #RThü Lång Giám#W trong các phø bän #GQuân Thiên Vß½ng Lång#W, #GLa Phù Vß½ng Lång#W, #GTri«u Kinh Vß½ng Lång#W, #GPhøng Minh Tr¤n Vß½ng Lång#W; có th¬ nh§n ðßþc #YNg÷c Long Tüy#W b¢ngc ách tiêu di®t #Gt¤t cä boss#W trong #GBinh Thánh KÏ Tr§n#W.#W#r    Ngß¶i ch½i có th¬ nh§n ðßþc #YCâu Thiên Thái c¤p th¤p#W b¢ng cách tiêu di®t boss cu¯i #RThü Lång Giám#W trong phø bän #GQuân Thiên Vß½ng Lång#W, #GLa Phù Vß½ng Lång#W, #GTri«u Kinh Vß½ng Lång#W, #GPhøng Minh Tr¤n Vß½ng Lång#W, #YCâu Thiên Thái-Trung#W, #YCâu Thiên Thái-Cao#W.#r    Ngß¶i ch½i có th¬ ðªn #GPhøng Minh Tr¤n [149, 70] #Rch² Tiêu ¿ng#W ð¬ dùng #G5 #YCâu Thiên Thái cao c¤p#W ð±i #G1 #YCâu Thiên Thái huy­n s¡c#W.#r    #GNgß¶i ch½i ðã chiªm lînh thành trì#W, m²i ngày có th¬ nh§n mi­n phí #G1#W #YCâu Thiên Thái s½ c¤p#W; c¤p chiªm lînh thành trì là #Gc¤p 3#W, #Gc¤p 4#W thì m²i ngày ngß¶i ch½i có th¬ tiêu hao #GÐi¬m C¯ng Hiªn#W trong thành trì ð¬ nh§n #YCâu Thiên Thái trung c¤p#W; c¤p chiªm lînh thành trì là #Gc¤p 5#W thì m²i ngày ngß¶i ch½i có th¬ tiêu hao #GÐi¬m C¯ng Hiªn#W ð¬ nh§n #YCâu Thiên Thái cao c¤p#W. M²i thành trì m²i ngày có th¬ nh§n t¯i ða #G5#W #GCâu Thiên Thái cao c¤p và Câu Thiên Thái trung c¤p#W, #GÐi¬m C¯ng Hiªn c¥n tiêu hao cho l¥n sau g¤p ðôi l¥n trß¾c#W, #Gc½ bän#W thì #Gtiêu hao#W do #GTµc Vß½ng quyªt ð¸nh#W.#r    C¤p chiªm lînh thành trì là #Gc¤p 1#W, #Gc¤p 2#W thì sau khi giành chiªn th¡ng trong hoÕt ðµng Tranh ÐoÕt Thuµc Ð¸a có tÖ l® nh§n ðßþc #G1 #YCâu Thiên Thái s½ c¤p#W; c¤p chiªm lînh thành trì là #Gc¤p 3#W, #Gc¤p 4#W thì giành chiªn th¡ng trong hoÕt ðµng Tranh ÐoÕt Thuµc Ð¸a có tÖ l® nh§n ðßþc #G1 #YCâu Thiên Thái trung c¤p#W; c¤p chiªm lînh thành trì là #Gc¤p 5#W thì giành chiªn th¡ng trong hoÕt ðµng Tranh ÐoÕt Thuµc Ð¸a có tÖ l® nh§n ðßþc #G1 #YCâu Thiên Thái cao c¤p#W.#r    Ngß¶i ch½i có th¬ nh§n ðßþc #YCâu Thiên Thái#W b¢ng cách tham gia hoÕt ðµng #YBá Giä Thiên HÕ#W, tiêu di®t #GQuan Äi#W, #RTß¾ng Thü Thành#W: thành trì bên thü có c¤p là #Gc¤p 1#W, #Gc¤p 2#W, tiêu di®t #RThü Tß¾ng#W có tÖ l® nh§n ðßþc #YCâu Thiên Thái s½ c¤p#W; thành trì bên thü có c¤p là #Gc¤p 3#W, #Gc¤p 4#W, tiêu di®t #RThü Tß¾ng#W có tÖ l® nh§n ðßþc #YCâu Thiên Thái trung c¤p#W; thành trì bên thü có c¤p là #Gc¤p 5#W, tiêu di®t #RThü Tß¾ng#W có tÖ l® nh§n ðßþc #YCâu Thiên Thái cao c¤p#W.#r    Ngß¶i ch½i có th¬ nh§n ðßþc #YCâu Thiên Thái s½ c¤p#W b¢ng cách tiêu di®t boss phø bän t± ðµi #RGia Lu§t Liên Thành#W trong #YBinh Thánh KÏ Tr§n#W #Ghình thÑc thß¶ng#W; nh§n ðßþc #YCâu Thiên Thái trung c¤p#W b¢ng cách tiêu di®t boss phø bän t± ðµi #RGia Lu§t Liên Thành#W trong #YBinh Thánh KÏ Tr§n#W #Ghình thÑc khó#W .#r #r#cfabf8fCách nh§n T¸nh Vân Thüy:#W#r    Ngß¶i ch½i có th¬ nh§n ðßþc #YT¸nh Vân Thüy#W b¢ng cách tiêu di®t boss phø bän t± ðµi trong #YBinh Thánh KÏ Tr§n#W.#r #r#cfabf8fCách nh§n Xuyªt Long ThÕch:#W#r    Ngß¶i ch½i có th¬ nh§n #GXuyªt Long ThÕch#W b¢ng cách tiêu di®t boss cu¯i #RThü Lång Giám#W trong #GQuân Thiên Vß½ng Lång#W, #GLa Phù Vß½ng Lång#W, #GTri«u Kinh Vß½ng Lång#W và #GPhøng Minh Vß½ng Lång#W, phø bän Vß½ng Lång khác nhau nh§n ðßþc Xuyªt Long ThÕch khác nhau:#r    #GQuân Thiên Vß½ng Lång#W có th¬ nh§n ðßþc #YXuyªt Long ThÕch-Nguyên#W;#r    #GLa Phù Vß½ng Lång#W có th¬ nh§n ðßþc #YXuyªt Long ThÕch-BÕo#W;#r    #GTri«u Kinh Vß½ng Lång#W có th¬ nh§n ðßþc #YXuyªt Long ThÕch-Thß½ng#W;#r    #GPhøng Minh Vß½ng Lång#W có th¬ nh§n m÷i loÕi #YXuyªt Long ThÕch#W.
18450	LW_KVK_110704_54	Long Vån có khäm Bäo thÕch s¨ không th¬ là nguyên li®u hþp thành
18451	LW_KVK_110704_55	#Hchßa h÷c các thuµc tính m· rµng tß½ng Ñng, không th¬ tång c¤p.
18452	LW_KVK_110704_56	    3 huynh ð® Long Th¸ chúng ta s¨ mang hªt sÑc lñc ð± vào nghiên cÑu Long Vån.  #r hä? Mu¯n biªt à? Bí m§t.  bí m§t.
18453	LW_KVK_110704_57	    Thu§t tÕo Long Vån ðã truy«n ngàn nåm, chï có Hæu Sào tµc n¡m giæ......#r    Ta ðã t×ng ðßþc Long Th¸ huynh ð® cüa Hæu Sào chï ði¬m, nghiên cÑu mµt chút v« Long Vån... ×m... hi¬u ðßþc mµt ít...#r    Lînh ngµ cüa ta không quá sâu, nhßng ðü giúp ngß½i nâng c¤p trß·ng thành cüa Long Vån, t¦y thuµc tính Long Vån và nâng Tinh C¤p Long Vån...
18454	LW_KVK_110704_58	#HLong Vån ðã ðÕt 9 sao, không th¬ tång thêm. 
18455	LW_KVK_110704_59	#H— ðây chï ð£t vào nguyên li®u ðúc vån ð£c bi®t.
18456	LW_KVK_110704_60	#HKhông th¬ ð£t nguyên li®u ðúc vån b¸ khóa.
18457	LW_KVK_110704_61	#cfff263Long Vån có c¤p trß·ng thành t¯i ða là#Gc¤p 100#cfff263, giá tr¸ trß·ng thành cüa ngß½i ðang vßþt qua, có mu¯n#Gtång tiªp#cfff263?
18458	LW_KVK_110704_62	#HChúc m×ng, c¤p trß·ng thành Long Vån có giá tr¸+%s0#H, nguyên li®u Long Vån và v§t li®u ðúc vån ð£c bi®t ðã biªn m¤t.
18459	LW_KVK_110704_63	#HChúc m×ng, c¤p trß·ng thành Long Vån ðã tång!
18460	LW_KVK_110704_64	#Hthuµc tính m· rµng mÑc HP Long Vån Hi®n tÕi ðã ðÕt c¤p 7 ho£c c¤p 7 tr· lên, ngß½i chßa vào Thª Tµc chiªm lînh Thành Th¸ này, không th¬ tång tiªp.
18461	LW_KVK_110704_65	#Hthuµc tính m· rµng mÑc ch¯ng cüa Long Vån Hi®n tÕi ðã ðÕt c¤p 7 ho£c c¤p 7 tr· lên, ngß½i chßa vào Thª Tµc chiªm lînh Thành Th¸ này, không th¬ tång tiªp.
18462	LW_KVK_110704_66	#Hthuµc tính m· rµng t¤n công cüa Long Vån Hi®n tÕi ðã ðÕt c¤p 7 ho£c c¤p 7 tr· lên, ngß½i chßa vào Thª Tµc chiªm lînh Thành Th¸ này, không th¬ tång tiªp.
18463	LW_KVK_110704_67	Nh§n Câu Thiên Thäi S½ C¤p
18464	LW_KVK_110704_68	Nh§n Câu Thiên Thäi Trung C¤p
18465	LW_KVK_110704_69	Nh§n Câu Thiên Thäi Cao C¤p
18466	LW_KVK_110704_70	Làm thª nào ð¬ có Long Vån và v§t ph¦m liên quan
18467	LW_KVK_110704_71	    Sau khi nh§n Câu Thiên Thäi này, s¨#Gkhông th¬#Wvào trong thành nh§n#Ghai loÕi#Ycâu Thiên Thäi#Wkhác, Có mu¯n nh§n không?
18468	LW_KVK_110704_72	Duy®t
18469	LW_KVK_110704_73	Thành công
18470	LW_KVK_110704_74	#HXin l²i, ngß½i chßa vào Thª Tµc chiªm lînh Thành Th¸ này, không th¬ nh§n!
18471	LW_KVK_110704_75	#HXin l²i, hôm nay ngß½i ðã nh§n Câu Thiên Thäi S½ C¤p, không th¬ nh§n tiªp!
18472	LW_KVK_110704_76	    Long Huynh ngày nào cûng chìm ð¡m trong v¨ Long Vån, vì thª 1 s¯ chuy®n v£t ti¬u næ s¨ làm thay.
18473	LW_KVK_110704_77	#cfff263Hãy ch÷n thuµc tính mu¯n h÷c trong ô thuµc tính bên dß¾i:
18474	LW_KVK_110704_78	#HXin l²i,  Thành Th¸ ngß½i chiªm lînh không ðü c¤p, không th¬ thñc hi®n tiªp.
18475	LW_KVK_110704_79	#HThuµc tính m· rµng mÑc HP Long Vån Hi®n tÕi ðã ðÕt c¤p 7 ho£c c¤p 7 tr· lên, Thành Th¸ ngß½i chiªm lînh không ðü c¤p, không th¬ tång tiªp.
18476	LW_KVK_110704_80	#HThuµc tính m· rµng mÑc ch¯ng Long Vån Hi®n tÕi ðã ðÕt c¤p 7 ho£c c¤p 7 tr· lên, Thành Th¸ ngß½i chiªm lînh không ðü c¤p, không th¬ tång tiªp.
18477	LW_KVK_110704_81	#HThuµc tính m· rµng t¤n công cüa Long Vån Hi®n tÕiðã ðÕt c¤p7 ho£c c¤p7 tr· lên, Thành Th¸ ngß½i chiªm lînh không ðü c¤p, không th¬ tång tiªp.
18478	LW_KVK_110704_82	#HXin l²i, Thành Th¸ ngß½i chiªm lînh không ðü c¤p, không th¬ nh§n!
18479	LW_KVK_110704_83	Nªu Long Vån nguyên li®u tham gia tång c¤p trß·ng thành ho£c nguyên li®u ðúc vån ð£c bi®t ðã c¯ ð¸nh, Long Vån chính sau khi tång s¨ c¯ ð¸nh v¾i các hÕ, có mu¯n tång tiªp?
18480	LW_KVK_110704_84	#cfff263Tång c¤p sao Long Vån ßu tiên tiêu hao#GV§t li®u c¯ ð¸nh#cfff263, Ô nguyên li®u cüa các hÕ có v§t li®u tång sao c¯ ð¸nh, sau khi tång c¤p sao, Long Vån Hi®n tÕi cûng s¨ c¯ ð¸nh; nªu mu¯n duy trì thuµc tính không c¯ ð¸nh cüa Long Vån Hi®n tÕi, xác ð¸nh#Gm÷i nguyên li®u trong ô nguyên li®u là không cô ð¸nh#cfff263. #rcó xác nh§n không?
18481	LW_KVK_110704_85	H÷c t§p thuµc tính tång mÑc hP Long Vån ßu tiên tiêu hao Chuª Long ThÕch-Nguyên c¯ ð¸nh, ô nguyên li®u cüa ngß½i có nó, sau khi h÷c xong thuµc tính này, Long Vån Hi®n tÕi s¨ c¯ ð¸nh; Nªu mu¯n duy trì nhæng thuµc tính không c¯ ð¸nh cüa Long Vån, hãy xác ð¸nh m÷i Chuª Long ThÕch-Nguyên trong ô là không c¯ ð¸nh. Có xác nh§n không?
18482	LW_KVK_110704_86	H÷c t§p offline giäm ch¯ng Long Vån s¨ ßu tiên tiêu hao Chuª Long ThÕch-BÕo c¯ ð¸nh, ô nguyên li®u cüa ngß½i có Chuª Long ThÕch-BÕo c¯ ð¸nh, sau khi h÷c xong, Long Vån Hi®n tÕi s¨ c¯ ð¸nh; Nªu mu¯n duy trì nhæng thuµc tính không c¯ ð¸nh cüa Long Vån, hãy xác ð¸nh m÷i Chuª Long ThÕch-BÕo không c¯ ð¸nh. Có xác nh§n không ?
18483	LW_KVK_110704_87	H÷c t§p thuµc tính t¤n công cüa Long Vån ßu tiên tiêu hao Chuª Long ThÕch-Thß½ng, ô nguyên li®u cüa ngß½i có Chuª Long ThÕch-Thß½ng, sau khi h÷c xong thuµc tính này, Long Vån Hi®n tÕi s¨ c¯ ð¸nh; Nªu mu¯n duy trì nhæng thuµc tính không c¯ ð¸nh cüa Long Vån, hãy xác ð¸nh m÷i Chuª Long ThÕch-Thß½ng không c¯ ð¸nh. Có xác nh§n không ?
18484	LW_KVK_110704_88	Tång c¤p thuµc tính tång HP Chuª Long ThÕch-Nguyên, ô nguyên li®u cüa ngß½i có Chuª Long ThÕch-Nguyên, sau khi tång xong, Long Vån Hi®n tÕi s¨ c¯ ð¸nh; Nªu mu¯n duy trì nhæng thuµc tính không c¯ ð¸nh cüa Long Vån, hãy xác ð¸nh m÷iChuª Long ThÕch-Nguyên không c¯ ð¸nh. có mu¯n tång không?
18485	LW_KVK_110704_89	Tång c¤p thuµc tính offline ch¯ng Chuª Long ThÕch-BÕo, ô nguyên li®u cüa ngß½i có Chuª Long ThÕch-BÕo, tång thành công xong, Long Vån Hi®n tÕi s¨ c¯ ð¸nh; Nªu mu¯n duy trì nhæng thuµc tính không c¯ ð¸nh cüa Long Vån, hãy xác ð¸nh m÷i Chuª Long ThÕch-BÕo không c¯ ð¸nh. có mu¯n tång không?
