INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
1083	女主角时装091119越南时装01.mesh	女主角时装091119越南时装4;女主角时装091119越南时装半透4	男主角时装091119越南时装9.mesh	男主角时装091119越南时装4;男主角时装091119越南时装半透4	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1084	女主角时装091119越南时装01.mesh	女主角时装091119越南时装5;女主角时装091119越南时装半透5	男主角时装091119越南时装9.mesh	男主角时装091119越南时装5;男主角时装091119越南时装半透5	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1085	女主角时装091119越南时装01.mesh	女主角时装091119越南时装6;女主角时装091119越南时装半透6	男主角时装091119越南时装9.mesh	男主角时装091119越南时装6;男主角时装091119越南时装半透6	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1086	女主角时装091119越南时装01.mesh	女主角时装091119越南时装7;女主角时装091119越南时装半透7	男主角时装091119越南时装9.mesh	男主角时装091119越南时装7;男主角时装091119越南时装半透7	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1087	女主角时装091119越南时装01.mesh	女主角时装091119越南时装8;女主角时装091119越南时装半透8	男主角时装091119越南时装9.mesh	男主角时装091119越南时装8;男主角时装091119越南时装半透8	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1088	女主角时装091119越南时装01.mesh	女主角时装091119越南时装9;女主角时装091119越南时装半透9	男主角时装091119越南时装9.mesh	男主角时装091119越南时装9;男主角时装091119越南时装半透9	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1090	女主角时装公主.mesh	女主角时装公主	男主角时装王子.mesh	男主角时装王子	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1100	女主角时装古惑.mesh	女主角时装古惑	男主角时装古惑.mesh	男主角时装古惑	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1110	女主角时装白魔战甲.mesh	女主角时装白魔战甲	男主角时装白魔战甲.mesh	男主角时装白魔战甲	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1120	女主角时装女真.mesh	女主角时装女真	男主角时装女真.mesh	男主角时装女真	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1130	女主角时装婚服.mesh	女主角时装婚服	男主角时装婚服.mesh	男主角时装婚服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1140	女主角时装印第安.mesh	女主角时装印第安	男主角时装印第安.mesh	男主角时装印第安	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1150	女主角时装仙侣奇缘.mesh	女主角时装仙侣奇缘	男主角时装仙侣奇缘.mesh	男主角时装仙侣奇缘	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1151	女主角时装仙侣奇缘.mesh	女主角时装仙侣奇缘2	男主角时装仙侣奇缘.mesh	男主角时装仙侣奇缘2	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1152	女主角时装仙侣奇缘.mesh	女主角时装仙侣奇缘3	男主角时装仙侣奇缘.mesh	男主角时装仙侣奇缘3	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1153	女主角时装仙侣奇缘.mesh	女主角时装仙侣奇缘4	男主角时装仙侣奇缘.mesh	男主角时装仙侣奇缘4	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
