INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
650	650	2000	Buff2_12				wq_¹íÍ·µ¶´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		D¯c lñc: tång ngoÕi công
651	651	2000	Buff2_13				wq_ÉñÆ÷ÎäÆ÷´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tích lñc: tång nµi công
652	652	2000	Buff2_10				wq_ÉñÆ÷ÎäÆ÷´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tuy®t di®u: tång hµi công
653	653	2000	Buff2_8				wq_ÕÛÉÈ´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tinh di®u: tång chính xác
654	654	2000	Buff2_10				wq_ÉñÆ÷ÎäÆ÷´¥·¢		×óÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tuy®t di®u: tång hµi công
655	655	1000	CommonLiveSkill2_4				g01_buffÆÕÍ¨¹Ò»ú		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		C± Mµ hành công tâm pháp
656	655	1000	CommonLiveSkill2_5				g01_bufÈËÃñ±Ò¹Ò»ú		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Toàn Chân hành công tâm pháp
658	658	1450	Charm4_16							0	0	0	0	0		Biªn hình Th¢ng B¶m: không th¬ nào dùng tay xóa bö
659	659	1450	Charm4_16							0	0	0	0	0		Biªn hình L­ Sß Phø: không th¬ nào dùng tay xóa bö
660	660	1000	PetSkill8_16	cw_jieli		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Tá Lñc: Tång cß¶ng lñc
661	661	1000	PetSkill8_7	cw_yihun		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Di H°n: Tång trí lñc
662	662	1000	PetSkill8_14	cw_jiasu		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Thu¤n Änh: Tång thân pháp
663	663	1000	PetSkill8_11	cw_qiangshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Cß¶ng Thân: Tång th¬ lñc
664	664	1000	PetSkill8_4	cw_ningshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu Cñc Ngßng Th¥n: Tång nµi lñc
665	665	1000	PetSkill8_2							0	0	0	0	0		Bång Cang: tång 50 ği¬m Bång kháng ğ°ng th¶i tång t¤t cä thuµc tính
666	666	1000	PetSkill9_4							0	0	0	0	0		Höa Cang: tång 50 ği¬m Höa kháng ğ°ng th¶i tång t¤t cä thuµc tính
667	667	1000	PetSkill8_5							0	0	0	0	0		Ğµc Cang: tång 50 ği¬m Ğµc kháng ğ°ng th¶i tång t¤t cä thuµc tính
668	668	1000	PetSkill9_1							0	0	0	0	0		Huy«n Cang: tång 50 ği¬m Huy«n kháng ğ°ng th¶i tång t¤t cä thuµc tính
669	669	1000	PetSkill8_1							0	0	0	0	0		ĞÕi Trí Nhßşc Ngu: tång gi¾i hÕn máu, giäm khä nång né tránh và chính xác
670	670	1000	PetSkill9_3							0	0	0	0	0		C± Linh Tinh Quái: tång khä nång chính xác và né tránh, giäm phòng ngñ
671	671	1000	PetSkill8_12							0	0	0	0	0		Thô Trung Hæu Tª: tång phòng ngñ, giäm hµi công
672	672	1000	PetSkill9_2							0	0	0	0	0		Bính TØ Tß½ng Bác: tång hµi công, giäm gi¾i hÕn máu
673	673	1000	PetSkill9_6							0	0	0	0	0		Th¥n Du TÑ Häi: tång nµi công, giäm ngoÕi công
674	674	1000	PetSkill9_9							0	0	0	0	0		Lñc BÕt S½n Hà: tång ngoÕi công, giäm nµi công
675	675	1000	PetSkill8_3							0	0	0	1	0		Siêu C¤p Th¯ng Kích: tång ğµ chính xác
676	676	1000	PetSkill8_6							0	0	0	2	0		Siêu C¤p Mãnh Kích: tång ğµ chính xác
677	677	1000	PetSkill9_10							0	0	0	3	0		Cñc Bång Chú: tång Bång công
678	678	1000	PetSkill9_8							0	0	0	4	0		Minh Höa Chú: tång Höa công
679	679	1000	PetSkill9_5							0	0	0	5	0		Thiên Lôi Chú: tång Huy«n công
680	680	1000	PetSkill9_7							0	0	0	6	0		Th¸ Ğµc Chú: tång Ğµc công
681	13	1000	Buff0_9				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Phong huy®t: Không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
682	23	1000	Buff1_1				g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Cß½ng nghÕnh: T¯c ğµ di chuy¬n ch§m
683	619	1000	Treasure3_2				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		T¯ng Phiêu Hß½ng: v×a m¾i dùng xong miªng bánh th½m ngon, cäm th¤y khí lñc toàn thân, tång t¤t cä thuµc tính 5 ği¬m
684	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 12 ği¬m
685	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 15 ği¬m
686	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 18 ği¬m
687	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 21 ği¬m
688	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 24 ği¬m
689	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 27 ği¬m
690	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 30 ği¬m
691	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 33 ği¬m
692	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 36 ği¬m
693	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 39 ği¬m
694	700	1000	Huodong_3_1				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 9 ği¬m
695	700	7500	Buff10_11							1	0	0	0	0		Ğào Hoa Tr§n 1: bao vây, không th¬ di chuy¬n, không th¬ sØ døng v§t ph¦m và kÛ nång, mi­n d¸ch sát thß½ng
696	700	7500	Buff10_12							1	0	0	0	0		Ğào Hoa Tr§n 2: bao vây, không th¬ di chuy¬n, không th¬ sØ døng v§t ph¦m và kÛ nång, mi­n d¸ch sát thß½ng
697	700	1000	Buff10_13							1	0	0	0	0		Ğào Hoa Kiªp: G£p phäi Ğào Hoa Kiªp, t±n hao nguyên khí, trong vòng 1 phút không th¬ kích hoÕt lÕi Ğào Hoa Tr§n.
698	700	1000	Buff10_14				buff_Ôµ·ÖÓ¡Ö¤		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Duyên Ph§n „n ChÑng: Tång 15 ği¬m t¤t cä thuµc tính
699	699	1000	RideHeader2_7				taiwan_GM		Í·¶¥×´Ì¬µã	1	0	0	1	0		BUFF chuyên døng cüa GM: tång t¯c, vô ğ¸ch
700	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài : Nghê H°ng Ğång
701	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài: Ğao kiªm tranh phong
702	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài: Thiªt giáp ğ°ng bích
703	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài: Trân c¥m d¸ thú
704	700	1000	TaskTools4_12							1	0	0	0	0		Chiªu bài: Kim Tñ Chiªu bài
705	343	1000	Treasure_12							1	0	0	0	0		Càn khôn bôi: Tñ ğµng thu th§p v§t ph¦m lúc quái v§t r¾t ra
706	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 6 ği¬m t¤t cä thuµc tính
707	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 9 ği¬m t¤t cä thuµc tính
708	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 12 ği¬m t¤t cä thuµc tính
709	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 15 ği¬m t¤t cä thuµc tính
710	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 18 ği¬m t¤t cä thuµc tính
711	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 21 ği¬m t¤t cä thuµc tính
712	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 24 ği¬m t¤t cä thuµc tính
713	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 27 ği¬m t¤t cä thuµc tính
714	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 30 ği¬m t¤t cä thuµc tính
715	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 33 ği¬m t¤t cä thuµc tính
716	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 36 ği¬m t¤t cä thuµc tính
717	700	1000	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 39 ği¬m t¤t cä thuµc tính
718	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 6 ği¬m
719	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 9 ği¬m
720	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 12 ği¬m
721	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 15 ği¬m
722	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 18 ği¬m
723	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 21 ği¬m
724	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 24 ği¬m
725	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 27 ği¬m
726	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 30 ği¬m
727	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 33 ği¬m
728	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 36 ği¬m
729	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 39 ği¬m
730	700	1000					ÌÒ»¨Õóµ×ÅÌ		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		
731	700	1000					ÌÒ»¨Õóµ×ÅÌÂÌ		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		
732	700	1000	Buff2_12							1	0	0	0	0		Lam S¡c Ph§t Ğång: Nµi ngoÕi công c½ bän tång 100%
733	700	7500	FightSkillShaoLin1_13							1	0	0	0	0		H°ng S¡c Ph§t Ğång: mi­n d¸ch sát thß½ng
734	646	2000	Shenqi_4							1	0	0	0	0		Ğánh trúng kë ğ¸ch có khä nång ra ğòn Tinh di®u nh¤t kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång Chính xác cüa bän thân, giäm Né tránh cüa ğ¯i phß½ng 
735	811	2000	PetSkill6_8	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Nµi ngoÕi thü giäm 2400
736	812	2000	PetSkill6_6	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Nµi ngoÕi công giäm 2400
737	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 10 ği¬m, duy trì 30 phút
738	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 16 ği¬m, duy trì 30 phút
739	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 22 ği¬m, duy trì 30 phút
740	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 28 ği¬m, duy trì 30 phút
741	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 34 ği¬m, duy trì 30 phút
742	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 40 ği¬m, duy trì 30 phút
743	743	1000	Buff11_4				buff_ÀÏÓÑ¹éÀ´		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lão Hæu Tr· V«: Trong lúc ğánh quái nh§n ğßşc kinh nghi®m 20%
744	744	1000	Buff11_11				buff_»¶ÀÖÃ×½¬		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoan LÕc M­ Tß½ng. T¤t cä thuµc tính nhân v§t +8, duy trì 15 phút. Khi mang trong ngß¶i loÕi quang hoàn này, ngß¶i ch½i khác có th¬ ğªn nh¶ các hÕ giúp ğŞ sØ døng Ğoàn Viên Nhu M­ chª thành Niên Cao.
745	745	1000	Buff11_13				buff_½ø±¦Ã×½¬		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Tiªn Bäo M­ Tß½ng. Th¬ lñc cüa nhân v§t +15, duy trì 15 phút. Khi mang trong ngß¶i loÕi quang hoàn này, ngß¶i ch½i khác có th¬ ğªn nh¶ các hÕ giúp ğŞ sØ døng Chiêu Tài Nhu M­ chª thành Niên Cao.
746	746	1000	Buff11_12				buff_ĞÒ¸£Ã×½¬		ÉíÌåÖĞĞÄµã	1	0	0	0	0		HÕnh Phúc M­ Tß½ng. Thân pháp cüa nhân v§t +15, duy trì 15 phút. Khi mang trong ngß¶i loÕi quang hoàn này, ngß¶i ch½i khác có th¬ ğªn nh¶ các hÕ giúp ğŞ sØ døng Ği«m MÛ Nhu M­ chª thành Niên Cao.
747	699	1000	RideHeader2_7							1	0	0	1	0		Tuyªn Thßşng Chí Nguy®n Giä
748	748	1000	Charm7_2							0	0	0	1	0		Ph¥n thß·ng nh§n ğßşc khi tham gia hoÕt ğµng Kim Ng÷c Mãn Ğß¶ng, t¤t cä thuµc tính tång 10 ği¬m.
749	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+10. Duy trì 30 phút.
750	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+16. Duy trì 30 phút.
751	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+22. Duy trì 30 phút.
752	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+28. Duy trì 30 phút.
753	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+34. Duy trì 30 phút.
754	749	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Mai Khôi Chúc Phúc: t¤t cä thuµc tính+40. Duy trì 30 phút.
755	755	1000	Buff11_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Túc C¥u Quang Hoàn: t¤t cä sát thß½ng gây ra tång 10%
756	756	2000	Shenqi_13							1	0	0	0	0		ĞÕi HÕ Long Tß¾c: có tÖ l® hút máu cüa møc tiêu
757	757	2000	Shenqi_13							1	0	0	0	0		ĞÕi HÕ Long Tß¾c: có tÖ l® giäm t¯c ğµ di chuy¬n cüa ğ¯i phß½ng
758	758	2000	Shenqi_13							1	0	0	0	0		ĞÕi HÕ Long Tß¾c: có tÖ l® tr× nµi thü, ngoÕi thü phòng ngñ cüa ğ¯i phß½ng
759	759	2000	Shenqi_12							1	0	0	0	0		ĞÕi Thß½ng Tr¥n Änh: có tÖ l® hút máu cüa møc tiêu
760	760	2000	Shenqi_12							1	0	0	0	0		ĞÕi Thß½ng Tr¥n Änh: có tÖ l® hút khí cüa møc tiêu
761	761	2000	Shenqi_12							1	0	0	0	0		ĞÕi Thß½ng Tr¥n Änh: có tÖ l® tr× nµi thü, ngoÕi thü phòng ngñ cüa ğ¯i phß½ng
762	762	2000	Shenqi_6							1	0	0	0	0		ĞÕi Châu Lam DÕ: có tÖ l® hút máu cüa møc tiêu
763	763	2000	Shenqi_6							1	0	0	0	0		ĞÕi Châu Lam DÕ: có tÖ l® giäm sát thß½ng ngoÕi công, nµi công cüa ğ¯i phß½ng gây ra
764	764	2000	Shenqi_6							1	0	0	0	0		ĞÕi Châu Lam DÕ: có tÖ l® tr× nµi, ngoÕi thü phòng ngñ cüa ğ¯i phß½ng
765	765	2000	Shenqi_9							1	0	0	0	0		ĞÕi T¥n Phong Ğích: có tÖ l® hút máu cüa møc tiêu
766	766	2000	Shenqi_9							1	0	0	0	0		ĞÕi T¥n Phong Ğích: có tÖ l® giäm t¯c ğµ di chuy¬n cüa ğ¯i phß½ng
767	767	2000	Shenqi_9							1	0	0	0	0		ĞÕi T¥n Phong Ğích: có tÖ l® giäm sát thß½ng ngoÕi công, nµi công cüa ğ¯i phß½ng gây ra
768	768	2000	Shenqi_10							1	0	0	0	0		ĞÕi Hán Ho¢ng Cß½ng: có tÖ l® hút máu cüa møc tiêu
769	769	2000	Shenqi_10							1	0	0	0	0		ĞÕi Hán Ho¢ng Cß½ng: có tÖ l® hút khí cüa møc tiêu
770	770	2000	Shenqi_10							1	0	0	0	0		ĞÕi Hán Ho¢ng Cß½ng: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
771	771	2000	Shenqi_7							1	0	0	0	0		ĞÕi T¤n Tinh Ngân: có tÖ l® hút máu cüa møc tiêu
772	772	2000	Shenqi_7							1	0	0	0	0		ĞÕi T¤n Tinh Ngân: có tÖ l® giäm nµ khí cüa ğ¯i phß½ng
773	773	2000	Shenqi_7							1	0	0	0	0		ĞÕi T¤n Tinh Ngân: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
774	775	2000	Shenqi_11							1	0	0	0	0		ĞÕi TuÏ Ngßng Sß½ng: có tÖ l® giäm t¯c ğµ di chuy¬n cüa ğ¯i phß½ng
775	774	2000	Shenqi_11							1	0	0	0	0		ĞÕi TuÏ Ngßng Sß½ng: có tÖ l® hút máu cüa møc tiêu
776	776	2000	Shenqi_11							1	0	0	0	0		ĞÕi TuÏ Ngßng Sß½ng: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
777	777	2000	Shenqi_14							1	0	0	0	0		ĞÕi Ğß¶ng Côn NhÕc: có tÖ l® hút máu cüa møc tiêu
778	778	2000	Shenqi_14							1	0	0	0	0		ĞÕi Ğß¶ng Côn NhÕc: có tÖ l® giäm t¯c ğµ di chuy¬n cüa ğ¯i phß½ng
779	779	2000	Shenqi_14							1	0	0	0	0		ĞÕi Ğß¶ng Côn NhÕc: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
780	780	2000	Shenqi_8							1	0	0	0	0		ĞÕi T¯ng Quân S¥m: có tÖ l® hút máu cüa møc tiêu
781	781	2000	Shenqi_8							1	0	0	0	0		ĞÕi T¯ng Quân S¥m: có tÖ l® hút khí cüa møc tiêu
782	782	2000	Shenqi_8							1	0	0	0	0		ĞÕi T¯ng Quân S¥m: có tÖ l® giäm sát thß½ng ngoÕi , nµi công cüa ğ¯i phß½ng gây ra
783	783	2000	Shenqi_13				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: hút máu møc tiêu
784	784	2000	Shenqi_13				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40% 
785	785	2000	Shenqi_13				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: tr× 1923 ği¬m nµi , ngoÕi thü phòng ngñ cüa møc tiêu
786	786	2000	Shenqi_12				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: hút máu møc tiêu
787	787	2000	Shenqi_12				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: hút khí møc tiêu
788	788	2000	Shenqi_12				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: tr× 1923 ği¬m nµi , ngoÕi thü phòng ngñ cüa møc tiêu
789	789	2000	Shenqi_6				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: hút máu møc tiêu
790	790	2000	Shenqi_6				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
791	791	2000	Shenqi_6				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: tr× 1923 ği¬m nµi , ngoÕi thü phòng ngñ cüa møc tiêu
792	792	2000	Shenqi_9				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: hút máu møc tiêu
793	793	2000	Shenqi_9				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40%
794	794	2000	Shenqi_9				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
795	795	2000	Shenqi_10				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: hút máu møc tiêu
796	796	2000	Shenqi_10				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: hút khí møc tiêu
797	797	2000	Shenqi_10				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
798	798	2000	Shenqi_7				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: hút máu møc tiêu
799	799	2000	Shenqi_7				wq_´òÅ­´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: giäm nµ khí cüa møc tiêu
800	800	2000	Shenqi_7				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
