INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
553	wm_男主角_丐帮_震惊百里_扇类	wm_男主角_丐帮_震惊百里_单短	wm_男主角_丐帮_震惊百里_单短	wm_男主角_丐帮_震惊百里_单短	wm_男主角_丐帮_震惊百里_单短	m01_gb_dd_屠龙掌	wm_男主角_丐帮_震惊百里_环类	npc_attack	wm_男主角_丐帮_震惊百里_单短	0	-1	wm_男主角_丐帮_震惊百里_长枪	wm_男主角_丐帮_震惊百里_单短
554	wm_男主角_丐帮_控鹤式_聚气	wm_男主角_丐帮_控鹤式_聚气	wm_男主角_丐帮_控鹤式_聚气	wm_男主角_丐帮_控鹤式_聚气	wm_男主角_丐帮_控鹤式_聚气	m01_gb_jq_擒龙式	wm_男主角_丐帮_控鹤式_聚气	npc_attack	wm_男主角_丐帮_控鹤式_聚气	1	-1	wm_男主角_丐帮_控鹤式_聚气	wm_男主角_丐帮_控鹤式_聚气
555	wm_男主角_丐帮_控鹤式	wm_男主角_丐帮_控鹤式	wm_男主角_丐帮_控鹤式	wm_男主角_丐帮_控鹤式	wm_男主角_丐帮_控鹤式	m01_gb_擒龙式	wm_男主角_丐帮_控鹤式	npc_attack	wm_男主角_丐帮_控鹤式	1	-1	wm_男主角_丐帮_控鹤式	wm_男主角_丐帮_控鹤式
556	wm_男主角_丐帮_履霜冰至	wm_男主角_丐帮_履霜冰至	wm_男主角_丐帮_履霜冰至	wm_男主角_丐帮_履霜冰至	wm_男主角_丐帮_履霜冰至	m01_gb_斩龙诀	wm_男主角_丐帮_履霜冰至	npc_attack	wm_男主角_丐帮_履霜冰至	0	-1	wm_男主角_丐帮_履霜冰至	wm_男主角_丐帮_履霜冰至
557	wm_男主角_丐帮_亢龙有悔	wm_男主角_丐帮_亢龙有悔	wm_男主角_丐帮_亢龙有悔	wm_男主角_丐帮_亢龙有悔	wm_男主角_丐帮_亢龙有悔	m01_gb_大鹏展翅	wm_男主角_丐帮_亢龙有悔	npc_attack	wm_男主角_丐帮_亢龙有悔	1	-1	wm_男主角_丐帮_亢龙有悔	wm_男主角_丐帮_亢龙有悔
558	wm_男主角_丐帮_神龙摆尾	wm_男主角_丐帮_神龙摆尾	wm_男主角_丐帮_神龙摆尾	wm_男主角_丐帮_神龙摆尾	wm_男主角_丐帮_神龙摆尾	m01_gb_鲲鹏无忌	wm_男主角_丐帮_神龙摆尾	npc_attack	wm_男主角_丐帮_神龙摆尾	1	-1	wm_男主角_丐帮_神龙摆尾	wm_男主角_丐帮_神龙摆尾
559	wm_男主角_丐帮_龙战于野	wm_男主角_丐帮_龙战于野	wm_男主角_丐帮_龙战于野	wm_男主角_丐帮_龙战于野	wm_男主角_丐帮_龙战于野	m01_gb_沾衣十八跌	wm_男主角_丐帮_龙战于野	npc_attack	wm_男主角_丐帮_龙战于野	1	-1	wm_男主角_丐帮_龙战于野	wm_男主角_丐帮_龙战于野
560	wm_男主角_武当_八卦掌	wm_男主角_武当_八卦掌	wm_男主角_武当_八卦掌	wm_男主角_武当_八卦掌	wm_男主角_武当_八卦掌	m01_武当远程连招	wm_男主角_武当_八卦掌	npc_attack	wm_男主角_武当_八卦掌	1	-1	wm_男主角_武当_八卦掌	wm_男主角_武当_八卦掌
561	wm_男主角_武当_真武七截阵	wm_男主角_武当_真武七截阵	wm_男主角_武当_真武七截阵	wm_男主角_武当_真武七截阵	wm_男主角_武当_真武七截阵	m01_wd_dd_天罡北斗阵	wm_男主角_武当_真武七截阵	npc_attack	wm_男主角_武当_真武七截阵	0	-1	wm_男主角_武当_真武七截阵	wm_男主角_武当_真武七截阵
562	wm_男主角_武当_两仪剑	wm_男主角_武当_两仪剑	wm_男主角_武当_两仪剑	wm_男主角_武当_两仪剑	wm_男主角_武当_两仪剑	m01_wd_真武七截阵	wm_男主角_武当_两仪剑	npc_attack	wm_男主角_武当_两仪剑	0	-1	wm_男主角_武当_两仪剑	wm_男主角_武当_两仪剑
563	wm_男主角_武当_三环套月	wm_男主角_武当_三环套月	wm_男主角_武当_三环套月	wm_男主角_武当_三环套月	wm_男主角_武当_三环套月	m01_wd_乱环诀	wm_男主角_武当_三环套月	npc_attack	wm_男主角_武当_三环套月	0	-1	wm_男主角_武当_三环套月	wm_男主角_武当_三环套月
564	m01_wd_jq_阴阳诀	m01_wd_jq_阴阳诀	m01_wd_jq_阴阳诀	m01_wd_jq_阴阳诀	m01_wd_jq_阴阳诀	m01_wd_jq_阴阳诀	m01_wd_jq_阴阳诀	npc_attack	m01_wd_jq_阴阳诀	1	-1	m01_wd_jq_阴阳诀	m01_wd_jq_阴阳诀
565	wm_男主角_武当_揽雀尾	wm_男主角_武当_揽雀尾	wm_男主角_武当_揽雀尾	wm_男主角_武当_揽雀尾	wm_男主角_武当_揽雀尾	m01_wd_阴阳诀	wm_男主角_武当_揽雀尾	npc_attack	wm_男主角_武当_揽雀尾	1	-1	wm_男主角_武当_揽雀尾	wm_男主角_武当_揽雀尾
566	wm_男主角_武当_天罡北斗阵	wm_男主角_武当_天罡北斗阵	wm_男主角_武当_天罡北斗阵	wm_男主角_武当_天罡北斗阵	wm_男主角_武当_天罡北斗阵	m01_wd_天人诀	wm_男主角_武当_天罡北斗阵	npc_attack	wm_男主角_武当_天罡北斗阵	0	-1	wm_男主角_武当_天罡北斗阵	wm_男主角_武当_天罡北斗阵
567	wm_男主角_武当_天马飞瀑_聚气	wm_男主角_武当_天马飞瀑_聚气	wm_男主角_武当_天马飞瀑_聚气	wm_男主角_武当_天马飞瀑_聚气	wm_男主角_武当_天马飞瀑_聚气	m01_wd_jq_天马飞瀑	wm_男主角_武当_天马飞瀑_聚气	npc_attack	wm_男主角_武当_天马飞瀑_聚气	1	-1	wm_男主角_武当_天马飞瀑_聚气	wm_男主角_武当_天马飞瀑_聚气
568	wm_男主角_武当_天马飞瀑	wm_男主角_武当_天马飞瀑	wm_男主角_武当_天马飞瀑	wm_男主角_武当_天马飞瀑	wm_男主角_武当_天马飞瀑	m01_wd_天马飞瀑	wm_男主角_武当_天马飞瀑	npc_attack	wm_男主角_武当_天马飞瀑	1	-1	wm_男主角_武当_天马飞瀑	wm_男主角_武当_天马飞瀑
569	wm_男主角_武当_如封似闭	wm_男主角_武当_如封似闭	wm_男主角_武当_如封似闭	wm_男主角_武当_如封似闭	wm_男主角_武当_如封似闭	m01_wd_指南针	wm_男主角_武当_如封似闭	npc_attack	wm_男主角_武当_如封似闭	0	-1	wm_男主角_武当_如封似闭	wm_男主角_武当_如封似闭
570	wm_男主角_武当_梯云纵	wm_男主角_武当_梯云纵	wm_男主角_武当_梯云纵	wm_男主角_武当_梯云纵	wm_男主角_武当_梯云纵	m01_wd_梯云纵	wm_男主角_武当_梯云纵	npc_attack	wm_男主角_武当_梯云纵	0	-1	wm_男主角_武当_梯云纵	wm_男主角_武当_梯云纵
571	wm_男主角_武当_仙人指路	wm_男主角_武当_仙人指路	wm_男主角_武当_仙人指路	wm_男主角_武当_仙人指路	wm_男主角_武当_仙人指路	m01_wd_仙人指路	wm_男主角_武当_仙人指路	npc_attack	wm_男主角_武当_仙人指路	0	-1	wm_男主角_武当_仙人指路	wm_男主角_武当_仙人指路
572	wm_男主角_武当_挑帘式_聚气	wm_男主角_武当_挑帘式_聚气	wm_男主角_武当_挑帘式_聚气	wm_男主角_武当_挑帘式_聚气	wm_男主角_武当_挑帘式_聚气	m01_wd_jq_犀牛望月式	wm_男主角_武当_挑帘式_聚气	npc_attack	wm_男主角_武当_挑帘式_聚气	1	-1	wm_男主角_武当_挑帘式_聚气	wm_男主角_武当_挑帘式_聚气
573	wm_男主角_武当_挑帘式	wm_男主角_武当_挑帘式	wm_男主角_武当_挑帘式	wm_男主角_武当_挑帘式	wm_男主角_武当_挑帘式	m01_wd_犀牛望月式	wm_男主角_武当_挑帘式	npc_attack	wm_男主角_武当_挑帘式	1	-1	wm_男主角_武当_挑帘式	wm_男主角_武当_挑帘式
574	wm_男主角_武当_流星赶月_聚气	wm_男主角_武当_流星赶月_聚气	wm_男主角_武当_流星赶月_聚气	wm_男主角_武当_流星赶月_聚气	wm_男主角_武当_流星赶月_聚气	m01_wd_jq_玉女穿梭	wm_男主角_武当_流星赶月_聚气	npc_attack	wm_男主角_武当_流星赶月_聚气	1	-1	wm_男主角_武当_流星赶月_聚气	wm_男主角_武当_流星赶月_聚气
575	wm_男主角_武当_流星赶月	wm_男主角_武当_流星赶月	wm_男主角_武当_流星赶月	wm_男主角_武当_流星赶月	wm_男主角_武当_流星赶月	m01_wd_玉女穿梭	wm_男主角_武当_流星赶月	npc_attack	wm_男主角_武当_流星赶月	1	-1	wm_男主角_武当_流星赶月	wm_男主角_武当_流星赶月
576	wm_男主角_武当_玉女穿梭	wm_男主角_武当_玉女穿梭	wm_男主角_武当_玉女穿梭	wm_男主角_武当_玉女穿梭	wm_男主角_武当_玉女穿梭	m01_wd_如封似闭	wm_男主角_武当_玉女穿梭	npc_attack	wm_男主角_武当_玉女穿梭	0	-1	wm_男主角_武当_玉女穿梭	wm_男主角_武当_玉女穿梭
577	wm_男主角_武当_斜飞式_聚气	wm_男主角_武当_斜飞式_聚气	wm_男主角_武当_斜飞式_聚气	wm_男主角_武当_斜飞式_聚气	wm_男主角_武当_斜飞式_聚气	m01_wd_jq_野马分鬃式	wm_男主角_武当_斜飞式_聚气	npc_attack	wm_男主角_武当_斜飞式_聚气	1	-1	wm_男主角_武当_斜飞式_聚气	wm_男主角_武当_斜飞式_聚气
578	wm_男主角_武当_斜飞式	wm_男主角_武当_斜飞式	wm_男主角_武当_斜飞式	wm_男主角_武当_斜飞式	wm_男主角_武当_斜飞式	m01_wd_野马分鬃式	wm_男主角_武当_斜飞式	npc_attack	wm_男主角_武当_斜飞式	1	-1	wm_男主角_武当_斜飞式	wm_男主角_武当_斜飞式
579	wm_男主角_武当_白鹤亮翅	wm_男主角_武当_白鹤亮翅	wm_男主角_武当_白鹤亮翅	wm_男主角_武当_白鹤亮翅	wm_男主角_武当_白鹤亮翅	m01_wd_白鹤亮翅	wm_男主角_武当_白鹤亮翅	npc_attack	wm_男主角_武当_白鹤亮翅	0	-1	wm_男主角_武当_白鹤亮翅	wm_男主角_武当_白鹤亮翅
580	wm_男主角_武当_太渊十三剑	wm_男主角_武当_太渊十三剑	wm_男主角_武当_太渊十三剑	wm_男主角_武当_太渊十三剑	wm_男主角_武当_太渊十三剑	m01_wd_三味真火	wm_男主角_武当_太渊十三剑	npc_attack	wm_男主角_武当_太渊十三剑	1	-1	wm_男主角_武当_太渊十三剑	wm_男主角_武当_太渊十三剑
581	wm_男主角_武当_无懈可击	wm_男主角_武当_无懈可击	wm_男主角_武当_无懈可击	wm_男主角_武当_无懈可击	wm_男主角_武当_无懈可击	m01_wd_纯阳护体	wm_男主角_武当_无懈可击	npc_attack	wm_男主角_武当_无懈可击	1	-1	wm_男主角_武当_无懈可击	wm_男主角_武当_无懈可击
582	wm_男主角_武当_游刃有余	wm_男主角_武当_游刃有余	wm_男主角_武当_游刃有余	wm_男主角_武当_游刃有余	wm_男主角_武当_游刃有余	m01_wd_天罡正气	wm_男主角_武当_游刃有余	npc_attack	wm_男主角_武当_游刃有余	1	-1	wm_男主角_武当_游刃有余	wm_男主角_武当_游刃有余
583	wm_男主角_峨眉_貂蝉拜月	wm_男主角_峨眉_貂蝉拜月	wm_男主角_峨眉_貂蝉拜月	wm_男主角_峨眉_貂蝉拜月	wm_男主角_峨眉_貂蝉拜月	m01_峨嵋远程连招	wm_男主角_峨眉_貂蝉拜月	npc_attack	wm_男主角_峨眉_貂蝉拜月	1	-1	wm_男主角_峨眉_貂蝉拜月	wm_男主角_峨眉_貂蝉拜月
584	wm_男主角_峨眉_昭君出塞	wm_男主角_峨眉_昭君出塞	wm_男主角_峨眉_昭君出塞	wm_男主角_峨眉_昭君出塞	wm_男主角_峨眉_昭君出塞	m01_em_九影摄魂	wm_男主角_峨眉_昭君出塞	npc_attack	wm_男主角_峨眉_昭君出塞	0	-1	wm_男主角_峨眉_昭君出塞	wm_男主角_峨眉_昭君出塞
585	wm_男主角_峨眉_西子捧心_聚气	wm_男主角_峨眉_西子捧心_聚气	wm_男主角_峨眉_西子捧心_聚气	wm_男主角_峨眉_西子捧心_聚气	wm_男主角_峨眉_西子捧心_聚气	m01_em_jq_九阴白骨爪	wm_男主角_峨眉_西子捧心_聚气	npc_attack	wm_男主角_峨眉_西子捧心_聚气	1	-1	wm_男主角_峨眉_西子捧心_聚气	wm_男主角_峨眉_西子捧心_聚气
586	wm_男主角_峨眉_西子捧心	wm_男主角_峨眉_西子捧心	wm_男主角_峨眉_西子捧心	wm_男主角_峨眉_西子捧心	wm_男主角_峨眉_西子捧心	m01_em_九阴白骨爪	wm_男主角_峨眉_西子捧心	npc_attack	wm_男主角_峨眉_西子捧心	1	-1	wm_男主角_峨眉_西子捧心	wm_男主角_峨眉_西子捧心
587	wm_男主角_峨眉_金顶绵掌	wm_男主角_峨眉_金顶绵掌	wm_男主角_峨眉_金顶绵掌	wm_男主角_峨眉_金顶绵掌	wm_男主角_峨眉_金顶绵掌	m01_em_yd_飘雪穿云	wm_男主角_峨眉_金顶绵掌	npc_attack	wm_男主角_峨眉_金顶绵掌	0	-1	wm_男主角_峨眉_金顶绵掌	wm_男主角_峨眉_金顶绵掌
588	wm_男主角_峨眉_月落西山	wm_男主角_峨眉_月落西山	wm_男主角_峨眉_月落西山	wm_男主角_峨眉_月落西山	wm_男主角_峨眉_月落西山	m01_em_sf_鹤影迷途_抬头挺胸	wm_男主角_峨眉_月落西山	npc_attack	wm_男主角_峨眉_月落西山	0	-1	wm_男主角_峨眉_月落西山	wm_男主角_峨眉_月落西山
589	wm_男主角_峨眉_佛光普照_聚气	wm_男主角_峨眉_佛光普照_聚气	wm_男主角_峨眉_佛光普照_聚气	wm_男主角_峨眉_佛光普照_聚气	wm_男主角_峨眉_佛光普照_聚气	m01_em_jq_金风玉露_聚气一	wm_男主角_峨眉_佛光普照_聚气	npc_attack	wm_男主角_峨眉_佛光普照_聚气	1	-1	wm_男主角_峨眉_佛光普照_聚气	wm_男主角_峨眉_佛光普照_聚气
590	wm_男主角_峨眉_佛光普照	wm_男主角_峨眉_佛光普照	wm_男主角_峨眉_佛光普照	wm_男主角_峨眉_佛光普照	wm_男主角_峨眉_佛光普照	m01_em_jq_金风玉露_状态动作一	wm_男主角_峨眉_佛光普照	npc_attack	wm_男主角_峨眉_佛光普照	1	-1	wm_男主角_峨眉_佛光普照	wm_男主角_峨眉_佛光普照
591	wm_男主角_峨眉_冲虚养气_聚气	wm_男主角_峨眉_冲虚养气_聚气	wm_男主角_峨眉_冲虚养气_聚气	wm_男主角_峨眉_冲虚养气_聚气	wm_男主角_峨眉_冲虚养气_聚气	m01_em_jq_慈航普渡_聚气一	wm_男主角_峨眉_冲虚养气_聚气	npc_attack	wm_男主角_峨眉_冲虚养气_聚气	1	-1	wm_男主角_峨眉_冲虚养气_聚气	wm_男主角_峨眉_冲虚养气_聚气
592	wm_男主角_峨眉_冲虚养气	wm_男主角_峨眉_冲虚养气	wm_男主角_峨眉_冲虚养气	wm_男主角_峨眉_冲虚养气	wm_男主角_峨眉_冲虚养气	m01_em_jq_慈航普渡_状态动作一	wm_男主角_峨眉_冲虚养气	npc_attack	wm_男主角_峨眉_冲虚养气	1	-1	wm_男主角_峨眉_冲虚养气	wm_男主角_峨眉_冲虚养气
593	wm_男主角_峨眉_起死回生_聚气	wm_男主角_峨眉_起死回生_聚气	wm_男主角_峨眉_起死回生_聚气	wm_男主角_峨眉_起死回生_聚气	wm_男主角_峨眉_起死回生_聚气	m01_em_jq_大慈悲赋_聚气一	wm_男主角_峨眉_起死回生_聚气	npc_attack	wm_男主角_峨眉_起死回生_聚气	1	-1	wm_男主角_峨眉_起死回生_聚气	wm_男主角_峨眉_起死回生_聚气
594	wm_男主角_峨眉_起死回生	wm_男主角_峨眉_起死回生	wm_男主角_峨眉_起死回生	wm_男主角_峨眉_起死回生	wm_男主角_峨眉_起死回生	m01_em_jq_大慈悲赋_状态动作一	wm_男主角_峨眉_起死回生	npc_attack	wm_男主角_峨眉_起死回生	1	-1	wm_男主角_峨眉_起死回生	wm_男主角_峨眉_起死回生
595	wm_男主角_峨眉_延年益寿_聚气	wm_男主角_峨眉_延年益寿_聚气	wm_男主角_峨眉_延年益寿_聚气	wm_男主角_峨眉_延年益寿_聚气	wm_男主角_峨眉_延年益寿_聚气	m01_em_jq_菩提护体_聚气一	wm_男主角_峨眉_延年益寿_聚气	npc_attack	wm_男主角_峨眉_延年益寿_聚气	1	-1	wm_男主角_峨眉_延年益寿_聚气	wm_男主角_峨眉_延年益寿_聚气
596	wm_男主角_峨眉_延年益寿	wm_男主角_峨眉_延年益寿	wm_男主角_峨眉_延年益寿	wm_男主角_峨眉_延年益寿	wm_男主角_峨眉_延年益寿	m01_em_jq_菩提护体_状态动作一	wm_男主角_峨眉_延年益寿	npc_attack	wm_男主角_峨眉_延年益寿	1	-1	wm_男主角_峨眉_延年益寿	wm_男主角_峨眉_延年益寿
597	wm_男主角_峨眉_回天术	wm_男主角_峨眉_回天术	wm_男主角_峨眉_回天术	wm_男主角_峨眉_回天术	wm_男主角_峨眉_回天术	m01_em_sf_回心诀_抬头挺胸	wm_男主角_峨眉_回天术	npc_attack	wm_男主角_峨眉_回天术	0	-1	wm_男主角_峨眉_回天术	wm_男主角_峨眉_回天术
598	wm_男主角_峨眉_绝剑式_聚气	wm_男主角_峨眉_绝剑式_聚气	wm_男主角_峨眉_绝剑式_聚气	wm_男主角_峨眉_绝剑式_聚气	wm_男主角_峨眉_绝剑式_聚气	m01_em_jq_绝剑式_聚气一	wm_男主角_峨眉_绝剑式_聚气	npc_attack	wm_男主角_峨眉_绝剑式_聚气	1	-1	wm_男主角_峨眉_绝剑式_聚气	wm_男主角_峨眉_绝剑式_聚气
599	wm_男主角_峨眉_绝剑式	wm_男主角_峨眉_绝剑式	wm_男主角_峨眉_绝剑式	wm_男主角_峨眉_绝剑式	wm_男主角_峨眉_绝剑式	m01_em_jq_绝剑式_状态动作一	wm_男主角_峨眉_绝剑式	npc_attack	wm_男主角_峨眉_绝剑式	1	-1	wm_男主角_峨眉_绝剑式	wm_男主角_峨眉_绝剑式
600	wm_男主角_峨眉_护心诀	wm_男主角_峨眉_护心诀	wm_男主角_峨眉_护心诀	wm_男主角_峨眉_护心诀	wm_男主角_峨眉_护心诀	m01_em_sf_护心诀_抬头挺胸	wm_男主角_峨眉_护心诀	npc_attack	wm_男主角_峨眉_护心诀	0	-1	wm_男主角_峨眉_护心诀	wm_男主角_峨眉_护心诀
601	wm_男主角_峨眉_障眼法	wm_男主角_峨眉_障眼法	wm_男主角_峨眉_障眼法	wm_男主角_峨眉_障眼法	wm_男主角_峨眉_障眼法	m01_em_金顶绵掌	wm_男主角_峨眉_障眼法	npc_attack	wm_男主角_峨眉_障眼法	0	-1	wm_男主角_峨眉_障眼法	wm_男主角_峨眉_障眼法
602	wm_男主角_峨眉_灭剑式_聚气	wm_男主角_峨眉_灭剑式_聚气	wm_男主角_峨眉_灭剑式_聚气	wm_男主角_峨眉_灭剑式_聚气	wm_男主角_峨眉_灭剑式_聚气	m01_em_jq_灭剑式_聚气一	wm_男主角_峨眉_灭剑式_聚气	npc_attack	wm_男主角_峨眉_灭剑式_聚气	1	-1	wm_男主角_峨眉_灭剑式_聚气	wm_男主角_峨眉_灭剑式_聚气
603	wm_男主角_峨眉_灭剑式	wm_男主角_峨眉_灭剑式	wm_男主角_峨眉_灭剑式	wm_男主角_峨眉_灭剑式	wm_男主角_峨眉_灭剑式	m01_em_jq_灭剑式_状态动作一	wm_男主角_峨眉_灭剑式	npc_attack	wm_男主角_峨眉_灭剑式	1	-1	wm_男主角_峨眉_灭剑式	wm_男主角_峨眉_灭剑式
604	wm_男主角_峨眉_斩情诀	wm_男主角_峨眉_斩情诀	wm_男主角_峨眉_斩情诀	wm_男主角_峨眉_斩情诀	wm_男主角_峨眉_斩情诀	m01_em_sf_斩情诀_抬头挺胸	wm_男主角_峨眉_斩情诀	npc_attack	wm_男主角_峨眉_斩情诀	0	-1	wm_男主角_峨眉_斩情诀	wm_男主角_峨眉_斩情诀
605	wm_男主角_峨眉_拖泥带水	wm_男主角_峨眉_拖泥带水	wm_男主角_峨眉_拖泥带水	wm_男主角_峨眉_拖泥带水	wm_男主角_峨眉_拖泥带水	m01_em_sf_天人合一_状态动作二	wm_男主角_峨眉_拖泥带水	npc_attack	wm_男主角_峨眉_拖泥带水	1	-1	wm_男主角_峨眉_拖泥带水	wm_男主角_峨眉_拖泥带水
606	wm_男主角_峨眉_行尸走肉	wm_男主角_峨眉_行尸走肉	wm_男主角_峨眉_行尸走肉	wm_男主角_峨眉_行尸走肉	wm_男主角_峨眉_行尸走肉	m01_em_sf_守心散意_状态动作一	wm_男主角_峨眉_行尸走肉	npc_attack	wm_男主角_峨眉_行尸走肉	1	-1	wm_男主角_峨眉_行尸走肉	wm_男主角_峨眉_行尸走肉
607	wm_男主角_峨眉_呆若木鸡	wm_男主角_峨眉_呆若木鸡	wm_男主角_峨眉_呆若木鸡	wm_男主角_峨眉_呆若木鸡	wm_男主角_峨眉_呆若木鸡	m01_em_sf_真身不败_状态动作二	wm_男主角_峨眉_呆若木鸡	npc_attack	wm_男主角_峨眉_呆若木鸡	1	-1	wm_男主角_峨眉_呆若木鸡	wm_男主角_峨眉_呆若木鸡
608	wm_男主角_星宿_蓝砂手	wm_男主角_星宿_蓝砂手	wm_男主角_星宿_蓝砂手	wm_男主角_星宿_蓝砂手	wm_男主角_星宿_蓝砂手	m01_星宿远程连招	wm_男主角_星宿_蓝砂手	npc_attack	wm_男主角_星宿_蓝砂手	1	-1	wm_男主角_星宿_蓝砂手	wm_男主角_星宿_蓝砂手
609	wm_男主角_星宿_连珠腐尸毒_01	wm_男主角_星宿_连珠腐尸毒_02	wm_男主角_星宿_连珠腐尸毒_01	wm_男主角_星宿_连珠腐尸毒_00	wm_男主角_星宿_连珠腐尸毒_01	m01_xx_yd_连珠腐尸毒	wm_男主角_星宿_连珠腐尸毒_01	npc_attack	wm_男主角_星宿_连珠腐尸毒_01	0	-1	wm_男主角_星宿_连珠腐尸毒_01	wm_男主角_星宿_连珠腐尸毒_01
610	m01_xx_jq_玄冥神掌_聚气一	m01_xx_jq_玄冥神掌_聚气一	m01_xx_jq_玄冥神掌_聚气一	m01_xx_jq_玄冥神掌_聚气一	m01_xx_jq_玄冥神掌_聚气一	m01_xx_jq_玄冥神掌_聚气一	m01_xx_jq_玄冥神掌_聚气一	npc_attack	m01_xx_jq_玄冥神掌_聚气一	1	-1	m01_xx_jq_玄冥神掌_聚气一	m01_xx_jq_玄冥神掌_聚气一
611	wm_男主角_星宿_幽冥神掌	wm_男主角_星宿_幽冥神掌	wm_男主角_星宿_幽冥神掌	wm_男主角_星宿_幽冥神掌	wm_男主角_星宿_幽冥神掌	m01_xx_jq_玄冥神掌_状态动作二	wm_男主角_星宿_幽冥神掌	npc_attack	wm_男主角_星宿_幽冥神掌	1	-1	wm_男主角_星宿_幽冥神掌	wm_男主角_星宿_幽冥神掌
612	wm_男主角_星宿_蝎尾针	wm_男主角_星宿_蝎尾针	wm_男主角_星宿_蝎尾针	wm_男主角_星宿_蝎尾针	wm_男主角_星宿_蝎尾针	m01_xx_sf_蝎尾针_状态动作二	wm_男主角_星宿_蝎尾针	npc_attack	wm_男主角_星宿_蝎尾针	0	-1	wm_男主角_星宿_蝎尾针	wm_男主角_星宿_蝎尾针
