INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	
374	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
375	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
376	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
377	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
378	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
379	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
380	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
381	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
382	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
383	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
384	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
385	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
386	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
387	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
388	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
389	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
390	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
391	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
392	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
393	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
394	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
395	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
396	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
397	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
398	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
399	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
400	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
401	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
402	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
403	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
404	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
405	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
406	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
407	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
408	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
409	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
410	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
411	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
412	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
413	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
414	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
415	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
416	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
417	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
418	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
419	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
420	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
421	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
422	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
423	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
424	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
425	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
426	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
427	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
428	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
429	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
430	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
431	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
432	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
433	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
434	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
435	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
436	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
437	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
438	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
439	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
440	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
441	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
442	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
443	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
444	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
445	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
446	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
447	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
448	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
449	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
450	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
451	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
